ONSConstID,ConstituencyName,RegionID,RegionName,CON# All categories ,CON# Not in employment,CON# In Employement ,CON# Work mainly at or from home,"CON%
Work mainly at or from home","REG% 
Work mainly at or from home","E&W% 
Work mainly at or from home","CON# Underground, metro, light rail, tram","CON% Underground, metro, light rail, tram","REG% Underground, metro, light rail, tram","E&W% Underground, metro, light rail, tram",CON# Train,CON% Train,REG% Train,E&W% Train,"CON# Bus, minibus or coach","CON% Bus, minibus or coach","REG% Bus, minibus or coach","E&W% Bus, minibus or coach",CON# Taxi,CON% Taxi,REG% Taxi,E&W% Taxi,"CON# Motorcycle, scooter or moped","CON% Motorcycle, scooter or moped","REG% Motorcycle, scooter or moped","E&W% Motorcycle, scooter or moped",CON# Driving a car or van,CON% Driving a car or van,REG% Driving a car or van,E&W% Driving a car or van,CON# Passenger in a car or van,CON% Passenger in a car or van,REG% Passenger in a car or van,E&W% Passenger in a car or van,CON# Bicycle,CON% Bicycle,REG% Bicycle,E&W% Bicycle,CON# On foot,CON% On foot,REG% On foot,E&W% On foot,CON# Other method of travel to work,CON% Other method of travel to work,REG% Other method of travel to work,E&W% Other method of travel to work
E14000933,South Basildon and East Thurrock,E12000006,East of England,"71,269","24,299","46,970","1,472",3%,6%,5%,271,1%,1%,4%,"6,213",13%,7%,5%,"1,590",3%,4%,7%,377,1%,0%,1%,393,1%,1%,1%,"29,369",63%,62%,58%,"2,789",6%,5%,5%,740,2%,4%,3%,"3,501",7%,10%,11%,255,1%,1%,1%
E14000934,South Cambridgeshire,E12000006,East of England,"79,436","21,975","57,461","4,661",8%,6%,5%,115,0%,1%,4%,"2,432",4%,7%,5%,"2,271",4%,4%,7%,87,0%,0%,1%,560,1%,1%,1%,"36,314",63%,62%,58%,"2,113",4%,5%,5%,"4,317",8%,4%,3%,"4,275",7%,10%,11%,316,1%,1%,1%
E14000937,South East Cambridgeshire,E12000006,East of England,"83,390","22,246","61,144","4,465",7%,6%,5%,84,0%,1%,4%,"2,648",4%,7%,5%,"1,990",3%,4%,7%,137,0%,0%,1%,520,1%,1%,1%,"39,775",65%,62%,58%,"2,775",5%,5%,5%,"4,048",7%,4%,3%,"4,414",7%,10%,11%,288,0%,1%,1%
E14000941,South Norfolk,E12000006,East of England,"71,086","23,073","48,013","3,672",8%,6%,5%,63,0%,1%,4%,641,1%,7%,5%,"2,032",4%,4%,7%,108,0%,0%,1%,472,1%,1%,1%,"33,831",70%,62%,58%,"2,211",5%,5%,5%,"1,430",3%,4%,3%,"3,184",7%,10%,11%,369,1%,1%,1%
E14000946,South Suffolk,E12000006,East of England,"65,945","21,854","44,091","3,488",8%,6%,5%,85,0%,1%,4%,"1,556",4%,7%,5%,967,2%,4%,7%,91,0%,0%,1%,290,1%,1%,1%,"30,027",68%,62%,58%,"1,988",5%,5%,5%,863,2%,4%,3%,"4,461",10%,10%,11%,275,1%,1%,1%
E14000949,South West Bedfordshire,E12000006,East of England,"74,503","22,762","51,741","2,667",5%,6%,5%,138,0%,1%,4%,"2,716",5%,7%,5%,"1,592",3%,4%,7%,161,0%,0%,1%,329,1%,1%,1%,"35,407",68%,62%,58%,"2,604",5%,5%,5%,819,2%,4%,3%,"5,045",10%,10%,11%,263,1%,1%,1%
E14000951,South West Hertfordshire,E12000006,East of England,"75,028","22,306","52,722","4,377",8%,6%,5%,"4,312",8%,1%,4%,"4,697",9%,7%,5%,942,2%,4%,7%,128,0%,0%,1%,342,1%,1%,1%,"30,809",58%,62%,58%,"1,780",3%,5%,5%,590,1%,4%,3%,"4,456",8%,10%,11%,289,1%,1%,1%
E14000952,South West Norfolk,E12000006,East of England,"74,946","26,214","48,732","3,024",6%,6%,5%,51,0%,1%,4%,837,2%,7%,5%,731,2%,4%,7%,168,0%,0%,1%,353,1%,1%,1%,"33,787",69%,62%,58%,"2,987",6%,5%,5%,"1,382",3%,4%,3%,"5,112",10%,10%,11%,300,1%,1%,1%
E14000957,Southend West,E12000006,East of England,"63,812","20,685","43,127","2,103",5%,6%,5%,168,0%,1%,4%,"7,022",16%,7%,5%,"2,108",5%,4%,7%,209,0%,0%,1%,308,1%,1%,1%,"22,665",53%,62%,58%,"1,932",4%,5%,5%,"1,184",3%,4%,3%,"5,153",12%,10%,11%,275,1%,1%,1%
E14000960,St Albans,E12000006,East of England,"70,428","19,638","50,790","3,653",7%,6%,5%,576,1%,1%,4%,"9,076",18%,7%,5%,"1,436",3%,4%,7%,159,0%,0%,1%,344,1%,1%,1%,"28,200",56%,62%,58%,"1,600",3%,5%,5%,905,2%,4%,3%,"4,571",9%,10%,11%,270,1%,1%,1%
E14000968,Stevenage,E12000006,East of England,"68,388","20,391","47,997","1,956",4%,6%,5%,137,0%,1%,4%,"3,652",8%,7%,5%,"2,560",5%,4%,7%,200,0%,0%,1%,394,1%,1%,1%,"30,655",64%,62%,58%,"2,850",6%,5%,5%,"1,108",2%,4%,3%,"4,258",9%,10%,11%,227,0%,1%,1%
E14000981,Suffolk Coastal,E12000006,East of England,"70,430","25,141","45,289","3,664",8%,6%,5%,109,0%,1%,4%,869,2%,7%,5%,923,2%,4%,7%,113,0%,0%,1%,505,1%,1%,1%,"29,592",65%,62%,58%,"1,911",4%,5%,5%,"2,171",5%,4%,3%,"5,142",11%,10%,11%,290,1%,1%,1%
E14000995,Thurrock,E12000006,East of England,"83,396","26,834","56,562","1,544",3%,6%,5%,"1,275",2%,1%,4%,"9,282",16%,7%,5%,"2,435",4%,4%,7%,375,1%,0%,1%,617,1%,1%,1%,"33,106",59%,62%,58%,"3,177",6%,5%,5%,907,2%,4%,3%,"3,533",6%,10%,11%,311,1%,1%,1%
E14001021,Watford,E12000006,East of England,"83,508","23,704","59,804","2,840",5%,6%,5%,"2,762",5%,1%,4%,"5,979",10%,7%,5%,"2,599",4%,4%,7%,300,1%,0%,1%,489,1%,1%,1%,"33,851",57%,62%,58%,"2,270",4%,5%,5%,"1,229",2%,4%,3%,"7,149",12%,10%,11%,336,1%,1%,1%
E14001022,Waveney,E12000006,East of England,"73,031","29,293","43,738","2,046",5%,6%,5%,45,0%,1%,4%,473,1%,7%,5%,"1,229",3%,4%,7%,243,1%,0%,1%,535,1%,1%,1%,"28,199",64%,62%,58%,"2,464",6%,5%,5%,"2,798",6%,4%,3%,"4,924",11%,10%,11%,782,2%,1%,1%
E14001027,Welwyn Hatfield,E12000006,East of England,"77,837","27,242","50,595","2,696",5%,6%,5%,617,1%,1%,4%,"5,009",10%,7%,5%,"2,227",4%,4%,7%,258,1%,0%,1%,384,1%,1%,1%,"29,511",58%,62%,58%,"2,426",5%,5%,5%,"1,384",3%,4%,3%,"5,851",12%,10%,11%,232,0%,1%,1%
E14001034,West Suffolk,E12000006,East of England,"83,132","25,006","58,126","3,004",5%,6%,5%,74,0%,1%,4%,511,1%,7%,5%,"1,415",2%,4%,7%,285,0%,0%,1%,417,1%,1%,1%,"40,949",70%,62%,58%,"3,415",6%,5%,5%,"1,634",3%,4%,3%,"6,103",10%,10%,11%,319,1%,1%,1%
E14001045,Witham,E12000006,East of England,"64,683","20,576","44,107","2,724",6%,6%,5%,101,0%,1%,4%,"5,198",12%,7%,5%,966,2%,4%,7%,146,0%,0%,1%,295,1%,1%,1%,"27,993",63%,62%,58%,"1,992",5%,5%,5%,771,2%,4%,3%,"3,688",8%,10%,11%,233,1%,1%,1%
E14000540,Barking,E12000007,London,"83,926","34,955","48,971","1,059",2%,5%,5%,"11,765",24%,23%,4%,"6,097",12%,13%,5%,"6,131",13%,14%,7%,229,0%,1%,1%,405,1%,1%,1%,"17,900",37%,28%,58%,"1,347",3%,2%,5%,687,1%,4%,3%,"3,065",6%,9%,11%,286,1%,1%,1%
E14000549,Battersea,E12000007,London,"86,718","20,420","66,298","3,527",5%,5%,5%,"16,319",25%,23%,4%,"15,139",23%,13%,5%,"10,542",16%,14%,7%,217,0%,1%,1%,"1,676",3%,1%,1%,"7,451",11%,28%,58%,363,1%,2%,5%,"5,588",8%,4%,3%,"5,100",8%,9%,11%,376,1%,1%,1%
E14000551,Beckenham,E12000007,London,"62,468","18,977","43,491","2,705",6%,5%,5%,"1,432",3%,23%,4%,"13,540",31%,13%,5%,"2,936",7%,14%,7%,280,1%,1%,1%,503,1%,1%,1%,"17,797",41%,28%,58%,929,2%,2%,5%,670,2%,4%,3%,"2,442",6%,9%,11%,257,1%,1%,1%
E14000553,Bermondsey and Old Southwark,E12000007,London,"103,156","34,942","68,214","2,533",4%,5%,5%,"20,442",30%,23%,4%,"4,570",7%,13%,5%,"15,159",22%,14%,7%,416,1%,1%,1%,656,1%,1%,1%,"6,463",9%,28%,58%,481,1%,2%,5%,"4,586",7%,4%,3%,"11,978",18%,9%,11%,930,1%,1%,1%
E14000555,Bethnal Green and Bow,E12000007,London,"97,902","39,274","58,628","2,278",4%,5%,5%,"21,041",36%,23%,4%,"3,464",6%,13%,5%,"8,021",14%,14%,7%,299,1%,1%,1%,429,1%,1%,1%,"6,013",10%,28%,58%,491,1%,2%,5%,"5,432",9%,4%,3%,"10,711",18%,9%,11%,449,1%,1%,1%
E14000558,Bexleyheath and Crayford,E12000007,London,"62,678","20,900","41,778","1,444",3%,5%,5%,781,2%,23%,4%,"10,377",25%,13%,5%,"3,472",8%,14%,7%,301,1%,1%,1%,560,1%,1%,1%,"20,270",49%,28%,58%,"1,346",3%,2%,5%,449,1%,4%,3%,"2,574",6%,9%,11%,204,0%,1%,1%
E14000591,Brent Central,E12000007,London,"102,049","39,402","62,647","2,318",4%,5%,5%,"17,723",28%,23%,4%,"4,305",7%,13%,5%,"13,848",22%,14%,7%,151,0%,1%,1%,849,1%,1%,1%,"15,772",25%,28%,58%,"1,088",2%,2%,5%,"1,785",3%,4%,3%,"4,352",7%,9%,11%,456,1%,1%,1%
E14000592,Brent North,E12000007,London,"96,458","35,814","60,644","2,225",4%,5%,5%,"16,482",27%,23%,4%,"4,467",7%,13%,5%,"8,860",15%,14%,7%,151,0%,1%,1%,334,1%,1%,1%,"20,949",35%,28%,58%,"1,581",3%,2%,5%,601,1%,4%,3%,"4,639",8%,9%,11%,355,1%,1%,1%
E14000593,Brentford and Isleworth,E12000007,London,"97,894","30,437","67,457","3,911",6%,5%,5%,"14,098",21%,23%,4%,"6,850",10%,13%,5%,"9,415",14%,14%,7%,191,0%,1%,1%,854,1%,1%,1%,"21,905",32%,28%,58%,"1,176",2%,2%,5%,"2,830",4%,4%,3%,"5,758",9%,9%,11%,469,1%,1%,1%
E14000604,Bromley and Chislehurst,E12000007,London,"62,947","20,490","42,457","2,463",6%,5%,5%,"1,131",3%,23%,4%,"13,380",32%,13%,5%,"3,185",8%,14%,7%,219,1%,1%,1%,447,1%,1%,1%,"16,743",39%,28%,58%,950,2%,2%,5%,599,1%,4%,3%,"3,062",7%,9%,11%,278,1%,1%,1%
E14000615,Camberwell and Peckham,E12000007,London,"94,201","34,649","59,552","2,406",4%,5%,5%,"7,496",13%,23%,4%,"9,070",15%,13%,5%,"20,585",35%,14%,7%,184,0%,1%,1%,753,1%,1%,1%,"8,377",14%,28%,58%,520,1%,2%,5%,"4,688",8%,4%,3%,"5,076",9%,9%,11%,397,1%,1%,1%
E14000621,Carshalton and Wallington,E12000007,London,"69,269","21,247","48,022","1,943",4%,5%,5%,"2,451",5%,23%,4%,"8,118",17%,13%,5%,"5,055",11%,14%,7%,229,0%,1%,1%,748,2%,1%,1%,"23,172",48%,28%,58%,"1,453",3%,2%,5%,"1,036",2%,4%,3%,"3,547",7%,9%,11%,270,1%,1%,1%
E14000629,Chelsea and Fulham,E12000007,London,"83,699","25,934","57,765","5,067",9%,5%,5%,"20,438",35%,23%,4%,"2,326",4%,13%,5%,"7,960",14%,14%,7%,872,2%,1%,1%,"1,698",3%,1%,1%,"7,361",13%,28%,58%,516,1%,2%,5%,"3,716",6%,4%,3%,"7,128",12%,9%,11%,683,1%,1%,1%
E14000634,Chingford and Woodford Green,E12000007,London,"63,850","21,341","42,509","1,973",5%,5%,5%,"9,543",22%,23%,4%,"4,400",10%,13%,5%,"2,899",7%,14%,7%,516,1%,1%,1%,452,1%,1%,1%,"18,115",43%,28%,58%,"1,123",3%,2%,5%,712,2%,4%,3%,"2,491",6%,9%,11%,285,1%,1%,1%
E14000636,Chipping Barnet,E12000007,London,"81,518","26,985","54,533","3,823",7%,5%,5%,"12,077",22%,23%,4%,"4,188",8%,13%,5%,"5,265",10%,14%,7%,270,0%,1%,1%,607,1%,1%,1%,"23,040",42%,28%,58%,"1,188",2%,2%,5%,652,1%,4%,3%,"3,026",6%,9%,11%,397,1%,1%,1%
E14000639,Cities of London and Westminster,E12000007,London,"91,623","31,300","60,323","5,900",10%,5%,5%,"17,325",29%,23%,4%,"2,874",5%,13%,5%,"6,725",11%,14%,7%,"1,062",2%,1%,1%,645,1%,1%,1%,"4,482",7%,28%,58%,475,1%,2%,5%,"2,754",5%,4%,3%,"17,099",28%,9%,11%,982,2%,1%,1%
E14000654,Croydon Central,E12000007,London,"82,876","28,274","54,602","2,188",4%,5%,5%,"4,996",9%,23%,4%,"13,567",25%,13%,5%,"6,720",12%,14%,7%,182,0%,1%,1%,487,1%,1%,1%,"19,653",36%,28%,58%,"1,387",3%,2%,5%,544,1%,4%,3%,"4,438",8%,9%,11%,440,1%,1%,1%
E14000655,Croydon North,E12000007,London,"98,057","35,961","62,096","2,167",3%,5%,5%,"4,735",8%,23%,4%,"14,367",23%,13%,5%,"12,740",21%,14%,7%,231,0%,1%,1%,598,1%,1%,1%,"19,309",31%,28%,58%,"1,265",2%,2%,5%,"1,019",2%,4%,3%,"5,200",8%,9%,11%,465,1%,1%,1%
E14000656,Croydon South,E12000007,London,"82,115","25,826","56,289","3,350",6%,5%,5%,"1,636",3%,23%,4%,"14,597",26%,13%,5%,"5,456",10%,14%,7%,198,0%,1%,1%,450,1%,1%,1%,"24,606",44%,28%,58%,"1,405",2%,2%,5%,609,1%,4%,3%,"3,675",7%,9%,11%,307,1%,1%,1%
E14000657,Dagenham and Rainham,E12000007,London,"71,312","27,157","44,155","1,122",3%,5%,5%,"7,119",16%,23%,4%,"5,447",12%,13%,5%,"4,952",11%,14%,7%,313,1%,1%,1%,384,1%,1%,1%,"20,019",45%,28%,58%,"1,510",3%,2%,5%,579,1%,4%,3%,"2,456",6%,9%,11%,254,1%,1%,1%
E14000673,Dulwich and West Norwood,E12000007,London,"82,874","25,739","57,135","3,371",6%,5%,5%,"9,238",16%,23%,4%,"13,819",24%,13%,5%,"11,153",20%,14%,7%,155,0%,1%,1%,907,2%,1%,1%,"9,075",16%,28%,58%,513,1%,2%,5%,"4,698",8%,4%,3%,"3,844",7%,9%,11%,362,1%,1%,1%
E14000674,Ealing Central and Acton,E12000007,London,"91,881","28,625","63,256","3,921",6%,5%,5%,"23,876",38%,23%,4%,"3,964",6%,13%,5%,"6,326",10%,14%,7%,129,0%,1%,1%,764,1%,1%,1%,"15,152",24%,28%,58%,777,1%,2%,5%,"2,830",4%,4%,3%,"5,072",8%,9%,11%,445,1%,1%,1%
E14000675,Ealing North,E12000007,London,"87,871","31,048","56,823","2,125",4%,5%,5%,"13,420",24%,23%,4%,"3,362",6%,13%,5%,"8,269",15%,14%,7%,162,0%,1%,1%,638,1%,1%,1%,"22,919",40%,28%,58%,"1,293",2%,2%,5%,"1,093",2%,4%,3%,"3,181",6%,9%,11%,361,1%,1%,1%
E14000676,"Ealing, Southall",E12000007,London,"73,012","28,271","44,741","1,502",3%,5%,5%,"8,141",18%,23%,4%,"2,791",6%,13%,5%,"8,768",20%,14%,7%,105,0%,1%,1%,312,1%,1%,1%,"16,920",38%,28%,58%,"1,158",3%,2%,5%,"1,021",2%,4%,3%,"3,752",8%,9%,11%,271,1%,1%,1%
E14000679,East Ham,E12000007,London,"109,376","48,294","61,082","1,540",3%,5%,5%,"22,446",37%,23%,4%,"7,360",12%,13%,5%,"8,441",14%,14%,7%,168,0%,1%,1%,298,0%,1%,1%,"13,868",23%,28%,58%,"1,105",2%,2%,5%,818,1%,4%,3%,"4,689",8%,9%,11%,349,1%,1%,1%
E14000687,Edmonton,E12000007,London,"78,626","34,300","44,326","1,289",3%,5%,5%,"5,398",12%,23%,4%,"4,522",10%,13%,5%,"9,034",20%,14%,7%,221,0%,1%,1%,270,1%,1%,1%,"18,424",42%,28%,58%,"1,202",3%,2%,5%,559,1%,4%,3%,"3,041",7%,9%,11%,366,1%,1%,1%
E14000690,Eltham,E12000007,London,"65,820","24,362","41,458","1,607",4%,5%,5%,"3,217",8%,23%,4%,"10,241",25%,13%,5%,"5,369",13%,14%,7%,333,1%,1%,1%,608,1%,1%,1%,"15,462",37%,28%,58%,"1,074",3%,2%,5%,854,2%,4%,3%,"2,451",6%,9%,11%,242,1%,1%,1%
E14000691,Enfield North,E12000007,London,"72,904","27,683","45,221","1,733",4%,5%,5%,"4,077",9%,23%,4%,"6,359",14%,13%,5%,"5,086",11%,14%,7%,292,1%,1%,1%,348,1%,1%,1%,"21,338",47%,28%,58%,"1,304",3%,2%,5%,756,2%,4%,3%,"3,604",8%,9%,11%,324,1%,1%,1%
E14000692,"Enfield, Southgate",E12000007,London,"72,494","24,419","48,075","2,932",6%,5%,5%,"11,894",25%,23%,4%,"5,532",12%,13%,5%,"4,247",9%,14%,7%,226,0%,1%,1%,356,1%,1%,1%,"18,616",39%,28%,58%,"1,004",2%,2%,5%,642,1%,4%,3%,"2,337",5%,9%,11%,289,1%,1%,1%
E14000696,Erith and Thamesmead,E12000007,London,"77,873","29,438","48,435","1,488",3%,5%,5%,"4,078",8%,23%,4%,"10,641",22%,13%,5%,"8,361",17%,14%,7%,247,1%,1%,1%,516,1%,1%,1%,"18,487",38%,28%,58%,"1,346",3%,2%,5%,528,1%,4%,3%,"2,420",5%,9%,11%,323,1%,1%,1%
E14000701,Feltham and Heston,E12000007,London,"92,263","32,688","59,575","1,586",3%,5%,5%,"5,879",10%,23%,4%,"3,686",6%,13%,5%,"11,586",19%,14%,7%,151,0%,1%,1%,587,1%,1%,1%,"28,790",48%,28%,58%,"1,895",3%,2%,5%,"1,330",2%,4%,3%,"3,766",6%,9%,11%,319,1%,1%,1%
E14000703,Finchley and Golders Green,E12000007,London,"87,750","28,336","59,414","5,188",9%,5%,5%,"19,720",33%,23%,4%,"2,117",4%,13%,5%,"7,333",12%,14%,7%,222,0%,1%,1%,745,1%,1%,1%,"17,586",30%,28%,58%,"1,023",2%,2%,5%,"1,267",2%,4%,3%,"3,720",6%,9%,11%,493,1%,1%,1%
E14000718,Greenwich and Woolwich,E12000007,London,"84,322","30,110","54,212","2,406",4%,5%,5%,"12,006",22%,23%,4%,"12,967",24%,13%,5%,"8,611",16%,14%,7%,135,0%,1%,1%,452,1%,1%,1%,"10,437",19%,28%,58%,686,1%,2%,5%,"1,666",3%,4%,3%,"4,143",8%,9%,11%,703,1%,1%,1%
E14000720,Hackney North and Stoke Newington,E12000007,London,"95,488","34,253","61,235","3,524",6%,5%,5%,"12,168",20%,23%,4%,"4,686",8%,13%,5%,"16,660",27%,14%,7%,265,0%,1%,1%,671,1%,1%,1%,"7,297",12%,28%,58%,515,1%,2%,5%,"9,001",15%,4%,3%,"6,026",10%,9%,11%,422,1%,1%,1%
E14000721,Hackney South and Shoreditch,E12000007,London,"91,935","34,614","57,321","2,961",5%,5%,5%,"11,256",20%,23%,4%,"3,981",7%,13%,5%,"14,944",26%,14%,7%,286,0%,1%,1%,634,1%,1%,1%,"6,085",11%,28%,58%,399,1%,2%,5%,"8,311",14%,4%,3%,"8,028",14%,9%,11%,436,1%,1%,1%
E14000726,Hammersmith,E12000007,London,"94,665","30,907","63,758","3,629",6%,5%,5%,"25,492",40%,23%,4%,"2,771",4%,13%,5%,"8,848",14%,14%,7%,171,0%,1%,1%,996,2%,1%,1%,"7,565",12%,28%,58%,446,1%,2%,5%,"4,626",7%,4%,3%,"8,792",14%,9%,11%,422,1%,1%,1%
E14000727,Hampstead and Kilburn,E12000007,London,"101,362","31,011","70,351","5,665",8%,5%,5%,"29,913",43%,23%,4%,"5,088",7%,13%,5%,"8,746",12%,14%,7%,424,1%,1%,1%,965,1%,1%,1%,"9,267",13%,28%,58%,612,1%,2%,5%,"3,494",5%,4%,3%,"5,615",8%,9%,11%,562,1%,1%,1%
E14000731,Harrow East,E12000007,London,"75,783","26,983","48,800","2,430",5%,5%,5%,"10,786",22%,23%,4%,"3,295",7%,13%,5%,"4,971",10%,14%,7%,205,0%,1%,1%,239,0%,1%,1%,"22,034",45%,28%,58%,"1,431",3%,2%,5%,271,1%,4%,3%,"2,852",6%,9%,11%,286,1%,1%,1%
E14000732,Harrow West,E12000007,London,"76,828","26,546","50,282","2,386",5%,5%,5%,"14,280",28%,23%,4%,"3,664",7%,13%,5%,"4,599",9%,14%,7%,138,0%,1%,1%,294,1%,1%,1%,"19,173",38%,28%,58%,"1,049",2%,2%,5%,512,1%,4%,3%,"3,950",8%,9%,11%,237,0%,1%,1%
E14000737,Hayes and Harlington,E12000007,London,"78,797","28,978","49,819","1,294",3%,5%,5%,"2,998",6%,23%,4%,"2,674",5%,13%,5%,"10,307",21%,14%,7%,144,0%,1%,1%,365,1%,1%,1%,"26,527",53%,28%,58%,"1,712",3%,2%,5%,720,1%,4%,3%,"2,803",6%,9%,11%,275,1%,1%,1%
E14000741,Hendon,E12000007,London,"89,175","32,464","56,711","3,590",6%,5%,5%,"12,977",23%,23%,4%,"3,760",7%,13%,5%,"7,753",14%,14%,7%,246,0%,1%,1%,497,1%,1%,1%,"21,602",38%,28%,58%,"1,382",2%,2%,5%,554,1%,4%,3%,"3,901",7%,9%,11%,449,1%,1%,1%
E14000750,Holborn and St Pancras,E12000007,London,"107,690","44,905","62,785","4,838",8%,5%,5%,"15,982",25%,23%,4%,"3,721",6%,13%,5%,"11,550",18%,14%,7%,465,1%,1%,1%,663,1%,1%,1%,"5,636",9%,28%,58%,427,1%,2%,5%,"5,051",8%,4%,3%,"13,739",22%,9%,11%,713,1%,1%,1%
E14000751,Hornchurch and Upminster,E12000007,London,"73,468","25,781","47,687","1,864",4%,5%,5%,"4,721",10%,23%,4%,"9,283",19%,13%,5%,"3,392",7%,14%,7%,520,1%,1%,1%,396,1%,1%,1%,"22,751",48%,28%,58%,"1,448",3%,2%,5%,369,1%,4%,3%,"2,643",6%,9%,11%,300,1%,1%,1%
E14000752,Hornsey and Wood Green,E12000007,London,"97,374","29,037","68,337","5,004",7%,5%,5%,"26,791",39%,23%,4%,"4,773",7%,13%,5%,"8,971",13%,14%,7%,185,0%,1%,1%,"1,090",2%,1%,1%,"12,627",18%,28%,58%,671,1%,2%,5%,"3,695",5%,4%,3%,"4,125",6%,9%,11%,405,1%,1%,1%
E14000759,Ilford North,E12000007,London,"73,513","26,297","47,216","2,071",4%,5%,5%,"14,991",32%,23%,4%,"2,499",5%,13%,5%,"2,965",6%,14%,7%,609,1%,1%,1%,327,1%,1%,1%,"19,589",41%,28%,58%,"1,143",2%,2%,5%,418,1%,4%,3%,"2,318",5%,9%,11%,286,1%,1%,1%
E14000760,Ilford South,E12000007,London,"92,518","39,049","53,469","1,821",3%,5%,5%,"11,769",22%,23%,4%,"8,809",16%,13%,5%,"5,446",10%,14%,7%,263,0%,1%,1%,227,0%,1%,1%,"19,141",36%,28%,58%,"1,316",2%,2%,5%,448,1%,4%,3%,"3,867",7%,9%,11%,362,1%,1%,1%
E14000763,Islington North,E12000007,London,"81,839","27,602","54,237","3,121",6%,5%,5%,"18,877",35%,23%,4%,"3,447",6%,13%,5%,"10,847",20%,14%,7%,257,0%,1%,1%,628,1%,1%,1%,"5,550",10%,28%,58%,363,1%,2%,5%,"5,619",10%,4%,3%,"5,165",10%,9%,11%,363,1%,1%,1%
E14000764,Islington South and Finsbury,E12000007,London,"83,310","30,782","52,528","2,795",5%,5%,5%,"13,110",25%,23%,4%,"2,723",5%,13%,5%,"11,367",22%,14%,7%,588,1%,1%,1%,575,1%,1%,1%,"4,289",8%,28%,58%,351,1%,2%,5%,"4,585",9%,4%,3%,"11,787",22%,9%,11%,358,1%,1%,1%
E14000768,Kensington,E12000007,London,"93,268","33,786","59,482","6,211",10%,5%,5%,"22,803",38%,23%,4%,"1,984",3%,13%,5%,"7,098",12%,14%,7%,"1,036",2%,1%,1%,"1,162",2%,1%,1%,"7,471",13%,28%,58%,571,1%,2%,5%,"3,033",5%,4%,3%,"7,253",12%,9%,11%,860,1%,1%,1%
E14000770,Kingston and Surbiton,E12000007,London,"89,038","27,986","61,052","3,403",6%,5%,5%,"1,912",3%,23%,4%,"13,830",23%,13%,5%,"6,495",11%,14%,7%,195,0%,1%,1%,817,1%,1%,1%,"24,333",40%,28%,58%,"1,416",2%,2%,5%,"2,251",4%,4%,3%,"6,081",10%,9%,11%,319,1%,1%,1%
E14000787,Lewisham East,E12000007,London,"74,168","25,785","48,383","1,931",4%,5%,5%,"4,337",9%,23%,4%,"14,776",31%,13%,5%,"7,899",16%,14%,7%,157,0%,1%,1%,435,1%,1%,1%,"13,220",27%,28%,58%,797,2%,2%,5%,"1,348",3%,4%,3%,"3,164",7%,9%,11%,319,1%,1%,1%
E14000788,Lewisham West and Penge,E12000007,London,"78,598","25,576","53,022","2,536",5%,5%,5%,"5,659",11%,23%,4%,"17,129",32%,13%,5%,"7,287",14%,14%,7%,162,0%,1%,1%,658,1%,1%,1%,"13,677",26%,28%,58%,784,1%,2%,5%,"1,614",3%,4%,3%,"3,216",6%,9%,11%,300,1%,1%,1%
E14000789,"Lewisham, Deptford",E12000007,London,"87,544","29,430","58,114","2,507",4%,5%,5%,"12,022",21%,23%,4%,"15,038",26%,13%,5%,"10,523",18%,14%,7%,159,0%,1%,1%,608,1%,1%,1%,"9,214",16%,28%,58%,584,1%,2%,5%,"3,006",5%,4%,3%,"3,993",7%,9%,11%,460,1%,1%,1%
E14000790,Leyton and Wanstead,E12000007,London,"78,981","27,922","51,059","1,824",4%,5%,5%,"22,508",44%,23%,4%,"3,542",7%,13%,5%,"4,569",9%,14%,7%,213,0%,1%,1%,418,1%,1%,1%,"12,434",24%,28%,58%,743,1%,2%,5%,"1,493",3%,4%,3%,"3,018",6%,9%,11%,297,1%,1%,1%
E14000823,Mitcham and Morden,E12000007,London,"76,522","25,546","50,976","1,487",3%,5%,5%,"11,906",23%,23%,4%,"5,448",11%,13%,5%,"8,297",16%,14%,7%,159,0%,1%,1%,713,1%,1%,1%,"16,552",32%,28%,58%,"1,040",2%,2%,5%,"1,454",3%,4%,3%,"3,630",7%,9%,11%,290,1%,1%,1%
E14000869,Old Bexley and Sidcup,E12000007,London,"61,943","19,846","42,097","1,725",4%,5%,5%,824,2%,23%,4%,"11,175",27%,13%,5%,"3,001",7%,14%,7%,478,1%,1%,1%,585,1%,1%,1%,"20,076",48%,28%,58%,"1,205",3%,2%,5%,536,1%,4%,3%,"2,237",5%,9%,11%,255,1%,1%,1%
E14000872,Orpington,E12000007,London,"63,069","21,111","41,958","2,478",6%,5%,5%,554,1%,23%,4%,"11,211",27%,13%,5%,"2,634",6%,14%,7%,219,1%,1%,1%,454,1%,1%,1%,"20,038",48%,28%,58%,"1,129",3%,2%,5%,392,1%,4%,3%,"2,633",6%,9%,11%,216,1%,1%,1%
E14000882,Poplar and Limehouse,E12000007,London,"98,650","36,405","62,245","2,169",3%,5%,5%,"26,150",42%,23%,4%,"4,093",7%,13%,5%,"6,729",11%,14%,7%,402,1%,1%,1%,481,1%,1%,1%,"7,504",12%,28%,58%,547,1%,2%,5%,"2,680",4%,4%,3%,"10,887",17%,9%,11%,603,1%,1%,1%
